review_description,rating
أفضل تطبيق للطلبات وااايد عجبني .. وأكثر شي عجبني انه فيه محادثة مباشرة نقدر نسألهم عن طلبنا (CHAT) 💗💗💗💗.,positive
تقليل وقت التوصيل و تقليل سعر التوصيل,positive
والله كل ماجعت رحت المطعم بس مافي مطاعم كثيره,positive
خدمه سهله وسريعه,positive
يتاخر بالتوصيل,neutral
جميل جدا واتمنى انكم تنزلوه وانصحكم فيه,positive
😘😘😍جميل,positive
جميل جدا لكن في بس مطعمين كنتاكي وي بيز هات حطو مطاعم غير مثل هرفي ماك هارديز لتز سيزر  اتمنه تطورو☺,neutral
حلو عجيب انصحكم نزلوه والله حلوووو😍🇰🇼,positive
التطبيق معليه كلام متتالية,positive
موقع طلبات خوش موقع واحسن موقع عندي اشكركم على هذا الموقع,positive
👎👎👎👎👎👎👎👎👎,negative
رائععععع,positive
👌👌👍👍,positive
THANK YOU 😊,positive
"ممتاز جدا ،، انصحكم فيه👌🌹",positive
Good app realy,positive
من اجمل التطبيقات لتوصيل الطعام بسرعه👏👏👏,positive
رسوم التوصيل غاليه,neutral
حلو ادا اني جيعانا,positive
بعدني بس اجرب,positive
😊😊,positive
يفوز,positive
جممميل,positive
من أفضل التطبيقات لطلبات المطاعم 🙄,positive
جربوه مره يجيكم كل مره,positive
رائع😗😗,positive
عجبني البرنامج,positive
كتير مفيد وبساعد بوقت الكسل,positive
التطبيق كفوو,positive
تمت تجربته مرتين وفي كلا الطلبين لم يتم ايصال الطعام والغاء الطلب,negative
عزام ابنيامين ام دبليو للبيع من,positive
ياريت يكون في ماك,positive
رائع بس اتمنى اتضيفون مصر,positive
أفضل طلبات اون لاين بلآ منازع 😋😋,positive
يعيب عليه عدم رد خدمة العملاء مباشره ياخذون وقت في الرد ويكون الزبون في حاجة سريعة للتواصل معهم,neutral
اريد ارقم,positive
اتحداك ياكبيرانت يا كبير معكم عامر شباب البومب البرنامج قادح,positive
ارجو ان يصل الطلب إلى ولاية المضيبي,positive
شعور جيد,positive
اجمل واسهل واسرع برنامج شفتو البرنامج مرة روعة ما اقول الا الله يوفق المشاركين في تقديم البرنامج انصح الكل بتحميله والله يوفق صاحب البرنامج ويدخله الجنة,positive
حلو حلو حلو😙😙,positive
يفك ازمه,positive
رااااااااائع😚😚,positive
الي مراح ينزلا كيفا بس انصحك انو ينزلا والي معاي لايك احبكم,positive
أنا إذا طلبت مايجيني نفس الطلب صح إنه يجي بس مو نفس الطلب الي أطلبه,positive
دقة وسرعة في التوصيل,positive
"الوقت الزمني للتوصيل مبالغ فيه ، ارجو اعاده النظر في مده التوصيل للعميل ..",neutral
يا ناس انصحكم تحملوه,positive
بنوبوبنبنوب,positive
"١ طلب يوصل بارد ،٢ يقولون الطلب يوصل في ٦٠ دقيقه بس يوصل عقب ساعه ونص ,٣ في المحادثه المباشره رد بطئ جدا جدا،٤ ،في المحادثه المباشره خدمات العملاء ليست جيده ,٥ مطعم ماكدونالدز مو موجود و اهو احلى المطاعم ،٦ يقولون كل ما تكلمهم عن الطلب يقولون عشر دقائق و يوصل ماعندهم الى هذا الكلام ، نصيحه لا حد ينزل هذا التطبيق",negative
خيالللل 😍,positive
حلوو مره,positive
تطبيق مميز و لكن يحتاج الى تعديل بالنسبة لتعديل الطلبات,positive
جميل وروعة,positive
جيد جدا لمن يطلب من البيت,positive
يطول عبال مايجي الطلب  بس والله مرااا حلو,positive
حمس,positive
مره روعهههه حتا جوني اخوياي وطلبت 😍😍😍😍,positive
الكتب سنة,positive
الصراحة احسن تطبيق شفته👌,positive
الله يلعن اعلنتكم,negative
افضل تطبيق بنسبه لي,positive
احبه جدا,positive
احسن برنامج بكل مكان .. طلبت باكثر من دولة وجربت اكثر من برنامج.. هذا الافضل,positive
جميل وخدمته حلوه,positive
مره حلو..,positive
تعامل سي,negative
مافيه اي خدمه كويسه,negative
تطبيق ما استغنى عنه ابدا,positive
التطبيق مستحيل,positive
هيثومي الحشاوي,positive
اهم شي انه المطاعم تخاف وتجيب الاكل حار 😎,positive
خدمةعملاء سيئة والتوصيل بعد ساعة ويصل الطلب ناقص,negative
لا يعجبني وع وع وع وع,negative
بجربة للمرى الأولى,positive
حلوه تطبيق,positive
المطاعم قليلة نرجوا زيادة المطاعم,positive
زق زق زق زق زق زق زق,positive
لا يوجد نجران,negative
كتير حلو ومرة يسهل عليك الطلب,positive
جميل.. 😛😚,positive
برنامج ناجح وممتاز ومريح,positive
"ممتاز لا يصدق ،😋",positive
سهل الإستخدام ورائع,positive
افضل برنامج لطلب من المطاعم موجود كل مناطق المملكة و الدول المجاورة.,positive
رااااااااااأعه جدااااا,positive
صراحه تعامل سهل ويعتمد عليه,positive
أرجو أن يصل الطلب إلى مدينه تمير شرق الرياض ارجووو,neutral
الله الله ياجمالك  البيتزا,positive
برنامج روعةة اعجبني,positive
روعه وجدا حلو وسهل,positive
شكرا طلبات من جد روعه,positive
ليش كذا رح امووووت كل شوي اعلان نزلت طلبات اخر شي طىبت و ما وصل ااطلب,negative
اظن انه يحتاج تعديلات,neutral
البرنامج جدا جدا جميل,positive
ياخي كتير سريع والله جربتو كتير ولازم تنزلو وانصح بتنزيلو,positive
جميل استمرو♥♥♥♥,positive
جميل هذا التطبيق فيه جميع المطاعم و الأختيار أفضل من أختيار عن طريق هاتف بدون أن تنظر الى طعام أو الوجبات الذي لا تعلم بالوجبات الجديد و الذيذ شكرا على قائمين لهذا  التطبيق,positive
مره نايس,positive
رائع وسهل  واهتمام ممتاز من الموقع على العمل والاهتمام  برأي  والحرص  على تحسين  الخدمه,positive
مره سيى يجيب الطلب بارد ويطلع بعدين مو طلبك,negative
خدمه حلوه,positive
ننض,positive
بطيء التوصيل قليلا ولاكن الطعام جيد,positive
ياربي ذا برنامج يفوز بأطلق برنامج للأكل وزط وسعاده,positive
ممتاااز لكن المطاعم الموجوده فيه محدوده بالنسبه لمنطقتي,positive
سريع وفعال للطلب السريع,positive
حلو😂,positive
انه جيد لاكن يتأخر بزياده عن اللزوم,neutral
عجججججججيب,positive
جميل الف.,positive
مافيه طبرجل,negative
مرا حلووو التطبيق,positive
بس لو تكون الخدمة اسرع من كدا,positive
ولله اجمل منو ممافي استفدت منو كثيرة😇😊😀😄😕😮😴😴😡😢😢,positive
مره حلو وسريع يجيك الطلب وهو حار,positive
الطلب بارد جدا وتعامل المندوب جدا سيء وماتعرفو للاحياء,negative
Very good for lazy,positive
😘😝😝😝😝😝😝😝😝😝😝😝😝😝😇😇😇😇😘😘😘😘😘😘😘😘😘😘😘😘😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍روعة حلو خالص,positive
فاااااشل الرجاء عدم محاولة تحميله خصوصها الي يوصلو يوصلو باااارد والسلام مع الختام,negative
افضل موقع طلبات,positive
ممتاز التطبيق أنصحكم فيه,positive
شكرا خدمه ممتازه ⚘,positive
يتاخر وجع انتظر الين طفشت,negative
سيئ جدا.. للاسف يقول لي المطعم متاح للطلب حاليا ولما اطلب احصل الطلب تم الغاؤه.. والسبب لعدم تجاوبي مع الاتصال!! ماجاني اي اتصال الله يصلحكم,negative
